ProductID,Date,SalesVolume,SalesValue,Store
MOnY-5528,2022-06-28,9,5250.12,Coop Lazio
VDgg-1734,2022-06-28,9,642.55,Coop Campania
WaVU-9644,2022-06-28,5,2797.9,Coop Lazio
kvMN-3932,2022-06-28,7,1790.23,Coop Lombardia
Ywep-4918,2022-06-28,5,1809.38,Coop Lazio
NMVA-0446,2022-06-28,1,17.17,Coop Lazio
rWhG-2645,2022-06-28,1,1037.24,Coop Lazio
YDqh-0861,2022-06-28,3,577.99,Coop Lazio
VMJd-6098,2022-06-28,9,7050.58,Coop Lombardia
DLAl-3785,2022-06-28,8,4122.38,Coop Lombardia
aCAT-3934,2022-06-28,8,8141.39,Coop Marche
rTZd-5307,2022-06-28,6,4702.72,Coop Marche
AsUs-5037,2022-06-28,3,2008.74,Coop Campania
BSwR-7719,2022-06-28,10,11165.32,Coop Marche
gFcd-9011,2022-06-28,5,987.14,Coop Marche
uOSO-2603,2022-06-28,5,5400.83,Coop Lazio
ScHr-5808,2022-06-28,0,0.0,Coop Campania
bIZX-1934,2022-06-28,4,3286.72,Coop Marche
TEJI-1283,2022-06-28,3,2202.3,Coop Lombardia
oKDN-5623,2022-06-28,10,5431.73,Coop Lombardia
xpjy-6558,2022-06-28,7,1679.32,Coop Marche
wTQS-1785,2022-06-28,9,4637.28,Coop Marche
mYDZ-0691,2022-06-28,10,10446.76,Coop Lazio
VcLB-4437,2022-06-28,0,0.0,Coop Campania
CVZi-6362,2022-06-28,0,0.0,Coop Lazio
Pjid-8127,2022-06-28,7,1722.05,Coop Campania
Tmxd-5901,2022-06-28,2,1210.54,Coop Campania
DUnd-2088,2022-06-28,4,2917.93,Coop Lazio
DQMK-7381,2022-06-28,4,2214.63,Coop Campania
sKMt-4467,2022-06-28,7,3592.49,Coop Lazio
OTWH-3978,2022-06-28,7,6353.1,Coop Lombardia
aJpO-1296,2022-06-28,5,957.3,Coop Marche
VrKY-6162,2022-06-28,8,5705.26,Coop Marche
eIDU-7475,2022-06-28,3,293.51,Coop Marche
qiRu-7670,2022-06-28,3,2885.68,Coop Lazio
afBm-9573,2022-06-28,0,0.0,Coop Lazio
NcbZ-1734,2022-06-28,7,3615.66,Coop Lombardia
fZld-8928,2022-06-28,1,874.61,Coop Lazio
INMW-5184,2022-06-28,8,1314.62,Coop Campania
JURQ-2020,2022-06-28,8,5004.19,Coop Lazio
fuds-1864,2022-06-28,1,234.29,Coop Campania
bhcH-5689,2022-06-28,9,2238.2,Coop Campania
BzEN-1675,2022-06-28,2,2012.84,Coop Lazio
yVpc-6692,2022-06-28,5,1436.37,Coop Lazio
NAlQ-8216,2022-06-28,8,1902.99,Coop Lazio
NPtO-1977,2022-06-28,7,1416.46,Coop Marche
EGwX-9793,2022-06-28,10,8729.7,Coop Campania
ASBp-1468,2022-06-28,6,5964.15,Coop Lombardia
LNZd-7493,2022-06-28,5,4246.14,Coop Lombardia
peAT-7854,2022-06-28,2,969.14,Coop Lombardia
qJUX-5465,2022-06-28,3,2341.17,Coop Marche
bBGX-5619,2022-06-28,5,5535.38,Coop Marche
ODub-0380,2022-06-28,8,8682.99,Coop Lazio
iRCO-6315,2022-06-28,5,3532.83,Coop Marche
AZGK-7874,2022-06-28,6,4180.84,Coop Campania
GPZv-4778,2022-06-28,0,0.0,Coop Campania
jlEh-4408,2022-06-28,1,509.66,Coop Campania
tkyP-7880,2022-06-28,6,1196.65,Coop Campania
lMPA-8666,2022-06-28,1,1030.9,Coop Campania
udAs-3358,2022-06-28,6,3658.92,Coop Campania
lUpC-3603,2022-06-29,8,2485.09,Coop Marche
Khkv-1795,2022-06-29,6,1319.62,Coop Lombardia
FShv-2600,2022-06-29,10,8490.49,Coop Campania
rzrI-3299,2022-06-29,5,5164.13,Coop Campania
pKaS-9831,2022-06-29,5,4903.02,Coop Lazio
WhnD-0432,2022-06-29,4,1749.82,Coop Marche
mBRR-5424,2022-06-29,3,2167.35,Coop Lombardia
xkPq-0171,2022-06-29,2,1622.61,Coop Campania
liSY-0023,2022-06-29,1,543.63,Coop Lazio
BrGn-0164,2022-06-29,8,4364.61,Coop Campania
whBR-0415,2022-06-29,1,320.51,Coop Lazio
pDAs-8628,2022-06-29,5,5557.52,Coop Lazio
fPsc-0317,2022-06-29,8,8796.49,Coop Marche
LqGH-0114,2022-06-29,0,0.0,Coop Lombardia
KDSR-5597,2022-06-29,0,0.0,Coop Lazio
NLDb-9765,2022-06-29,0,0.0,Coop Marche
TWKK-1058,2022-06-29,8,8680.97,Coop Lombardia
dAbA-6278,2022-06-29,4,564.95,Coop Lazio
zcKB-4196,2022-06-29,8,5084.83,Coop Lombardia
AoYT-7535,2022-06-29,7,3517.39,Coop Marche
JzOi-6456,2022-06-29,7,7603.27,Coop Campania
dbTT-5467,2022-06-29,3,3099.16,Coop Lazio
bDht-6829,2022-06-29,4,2136.2,Coop Campania
bEQP-7444,2022-06-29,5,813.63,Coop Lombardia
LAOd-9346,2022-06-29,9,3898.38,Coop Marche
binr-9295,2022-06-29,8,6350.62,Coop Marche
ipsu-5499,2022-06-29,0,0.0,Coop Lombardia
xJTd-1778,2022-06-29,2,1106.43,Coop Marche
OLQP-3993,2022-06-29,5,5075.67,Coop Lombardia
JOcL-9472,2022-06-29,1,1136.39,Coop Campania
JLXS-4481,2022-06-29,4,212.01,Coop Lazio
gRAQ-7528,2022-06-29,1,608.43,Coop Campania
Asit-5581,2022-06-29,8,3625.99,Coop Marche
mkIs-7680,2022-06-29,1,687.17,Coop Marche
NqgK-1369,2022-06-29,8,5355.14,Coop Lazio
HWfy-5370,2022-06-29,4,3185.94,Coop Lazio
VCMi-1172,2022-06-29,7,7146.02,Coop Lombardia
vhQC-2551,2022-06-29,0,0.0,Coop Campania
qaRS-5467,2022-06-29,7,1143.86,Coop Lazio
KGrK-9665,2022-06-29,5,3189.59,Coop Campania
MOnY-5528,2022-06-29,7,3739.7,Coop Lombardia
VDgg-1734,2022-06-29,8,675.56,Coop Campania
WaVU-9644,2022-06-29,10,5318.27,Coop Lombardia
kvMN-3932,2022-06-29,8,2041.02,Coop Campania
Ywep-4918,2022-06-29,6,2013.42,Coop Lombardia
NMVA-0446,2022-06-29,8,150.16,Coop Lazio
rWhG-2645,2022-06-29,10,11217.58,Coop Marche
YDqh-0861,2022-06-29,2,328.83,Coop Lombardia
VMJd-6098,2022-06-29,3,2539.94,Coop Lazio
DLAl-3785,2022-06-29,0,0.0,Coop Lazio
aCAT-3934,2022-06-29,8,7490.5,Coop Lombardia
rTZd-5307,2022-06-29,9,6773.81,Coop Lombardia
AsUs-5037,2022-06-29,8,5875.86,Coop Lazio
BSwR-7719,2022-06-29,0,0.0,Coop Campania
gFcd-9011,2022-06-29,2,407.84,Coop Lazio
uOSO-2603,2022-06-29,5,5863.18,Coop Lazio
ScHr-5808,2022-06-29,2,324.42,Coop Marche
bIZX-1934,2022-06-29,0,0.0,Coop Campania
TEJI-1283,2022-06-29,7,5502.19,Coop Marche
oKDN-5623,2022-06-29,2,1077.93,Coop Lazio
xpjy-6558,2022-06-29,0,0.0,Coop Campania
wTQS-1785,2022-06-29,2,1033.76,Coop Campania
mYDZ-0691,2022-06-29,6,6142.6,Coop Marche
VcLB-4437,2022-06-29,2,1266.82,Coop Lazio
CVZi-6362,2022-06-29,7,3585.11,Coop Marche
Pjid-8127,2022-06-29,6,1494.33,Coop Marche
Tmxd-5901,2022-06-29,1,578.21,Coop Lombardia
DUnd-2088,2022-06-29,0,0.0,Coop Lombardia
DQMK-7381,2022-06-29,0,0.0,Coop Lombardia
sKMt-4467,2022-06-29,0,0.0,Coop Lombardia
OTWH-3978,2022-06-29,7,6592.95,Coop Lombardia
aJpO-1296,2022-06-29,3,591.03,Coop Campania
VrKY-6162,2022-06-29,4,2980.78,Coop Campania
eIDU-7475,2022-06-29,5,462.99,Coop Lazio
qiRu-7670,2022-06-29,5,4095.85,Coop Lombardia
afBm-9573,2022-06-29,6,1613.74,Coop Marche
NcbZ-1734,2022-06-29,8,4463.21,Coop Marche
fZld-8928,2022-06-29,5,3935.52,Coop Marche
INMW-5184,2022-06-29,7,1170.82,Coop Marche
JURQ-2020,2022-06-29,9,6208.18,Coop Marche
fuds-1864,2022-06-29,9,2165.3,Coop Campania
bhcH-5689,2022-06-29,8,1976.34,Coop Lombardia
BzEN-1675,2022-06-29,4,4311.92,Coop Marche
yVpc-6692,2022-06-29,0,0.0,Coop Campania
NAlQ-8216,2022-06-29,6,1333.87,Coop Lazio
NPtO-1977,2022-06-29,6,1262.96,Coop Marche
EGwX-9793,2022-06-29,3,3064.42,Coop Campania
ASBp-1468,2022-06-29,6,6014.73,Coop Lazio
LNZd-7493,2022-06-29,0,0.0,Coop Marche
peAT-7854,2022-06-29,1,468.19,Coop Marche
qJUX-5465,2022-06-29,4,3045.49,Coop Marche
bBGX-5619,2022-06-29,8,8177.76,Coop Lazio
ODub-0380,2022-06-29,4,4065.66,Coop Lazio
iRCO-6315,2022-06-29,5,3747.92,Coop Campania
AZGK-7874,2022-06-29,1,784.08,Coop Lombardia
GPZv-4778,2022-06-29,6,2970.92,Coop Campania
jlEh-4408,2022-06-29,5,2728.31,Coop Lazio
tkyP-7880,2022-06-29,8,1502.71,Coop Lombardia
lMPA-8666,2022-06-29,3,2928.7,Coop Lazio
udAs-3358,2022-06-29,0,0.0,Coop Lazio
lUpC-3603,2022-06-30,8,2392.28,Coop Campania
Khkv-1795,2022-06-30,6,1415.26,Coop Campania
FShv-2600,2022-06-30,0,0.0,Coop Lombardia
rzrI-3299,2022-06-30,8,8713.29,Coop Marche
pKaS-9831,2022-06-30,1,841.99,Coop Lombardia
WhnD-0432,2022-06-30,7,3133.01,Coop Marche
mBRR-5424,2022-06-30,5,3310.52,Coop Campania
xkPq-0171,2022-06-30,2,1688.28,Coop Lazio
liSY-0023,2022-06-30,7,4454.27,Coop Marche
BrGn-0164,2022-06-30,8,4578.76,Coop Lombardia
whBR-0415,2022-06-30,10,3506.14,Coop Marche
pDAs-8628,2022-06-30,3,3275.47,Coop Lombardia
fPsc-0317,2022-06-30,8,8900.78,Coop Campania
LqGH-0114,2022-06-30,10,4720.18,Coop Lombardia
KDSR-5597,2022-06-30,9,10606.03,Coop Lazio
NLDb-9765,2022-06-30,5,5568.01,Coop Campania
TWKK-1058,2022-06-30,10,9595.53,Coop Lombardia
dAbA-6278,2022-06-30,7,844.0,Coop Marche
zcKB-4196,2022-06-30,9,5049.62,Coop Campania
AoYT-7535,2022-06-30,10,4872.44,Coop Campania
JzOi-6456,2022-06-30,6,6617.97,Coop Lazio
dbTT-5467,2022-06-30,2,2276.07,Coop Marche
bDht-6829,2022-06-30,1,626.68,Coop Marche
bEQP-7444,2022-06-30,8,1360.86,Coop Campania
LAOd-9346,2022-06-30,0,0.0,Coop Marche
binr-9295,2022-06-30,6,5142.31,Coop Lazio
ipsu-5499,2022-06-30,10,2722.26,Coop Marche
xJTd-1778,2022-06-30,6,3038.15,Coop Campania
OLQP-3993,2022-06-30,0,0.0,Coop Marche
JOcL-9472,2022-06-30,0,0.0,Coop Lombardia
JLXS-4481,2022-06-30,9,448.51,Coop Lazio
gRAQ-7528,2022-06-30,1,593.66,Coop Lazio
Asit-5581,2022-06-30,5,2105.09,Coop Lombardia
mkIs-7680,2022-06-30,4,2536.61,Coop Marche
NqgK-1369,2022-06-30,8,5727.65,Coop Lazio
HWfy-5370,2022-06-30,2,1485.59,Coop Lazio
VCMi-1172,2022-06-30,5,4615.07,Coop Lombardia
vhQC-2551,2022-06-30,10,4138.88,Coop Lombardia
qaRS-5467,2022-06-30,9,1493.31,Coop Lombardia
KGrK-9665,2022-06-30,7,4209.92,Coop Campania
MOnY-5528,2022-06-30,2,1088.51,Coop Lazio
VDgg-1734,2022-06-30,7,575.61,Coop Lazio
WaVU-9644,2022-06-30,8,4879.84,Coop Campania
kvMN-3932,2022-06-30,10,2356.11,Coop Campania
Ywep-4918,2022-06-30,10,3315.25,Coop Lazio
NMVA-0446,2022-06-30,5,88.76,Coop Lazio
rWhG-2645,2022-06-30,6,6676.33,Coop Lazio
YDqh-0861,2022-06-30,4,675.2,Coop Lombardia
VMJd-6098,2022-06-30,3,2247.89,Coop Marche
DLAl-3785,2022-06-30,6,3202.89,Coop Lazio
aCAT-3934,2022-06-30,0,0.0,Coop Campania
rTZd-5307,2022-06-30,7,5744.32,Coop Campania
AsUs-5037,2022-06-30,7,5515.81,Coop Lombardia
BSwR-7719,2022-06-30,6,6720.09,Coop Lazio
gFcd-9011,2022-06-30,4,853.08,Coop Campania
uOSO-2603,2022-06-30,5,5493.78,Coop Campania
ScHr-5808,2022-06-30,8,1433.26,Coop Marche
bIZX-1934,2022-06-30,2,1608.21,Coop Lombardia
TEJI-1283,2022-06-30,3,2356.7,Coop Lazio
oKDN-5623,2022-06-30,9,4609.19,Coop Lazio
xpjy-6558,2022-06-30,0,0.0,Coop Lazio
wTQS-1785,2022-06-30,8,4723.07,Coop Lombardia
mYDZ-0691,2022-06-30,1,1007.11,Coop Lombardia
VcLB-4437,2022-06-30,10,6075.68,Coop Lombardia
CVZi-6362,2022-06-30,7,3599.69,Coop Campania
Pjid-8127,2022-06-30,9,2152.28,Coop Marche
Tmxd-5901,2022-06-30,10,5947.34,Coop Lazio
DUnd-2088,2022-06-30,9,6279.47,Coop Lazio
DQMK-7381,2022-06-30,4,2279.98,Coop Lazio
sKMt-4467,2022-06-30,9,5171.47,Coop Marche
OTWH-3978,2022-06-30,5,5102.29,Coop Lombardia
aJpO-1296,2022-06-30,10,1955.87,Coop Lazio
VrKY-6162,2022-06-30,10,7255.4,Coop Lazio
eIDU-7475,2022-06-30,4,405.76,Coop Campania
qiRu-7670,2022-06-30,10,9462.52,Coop Lombardia
afBm-9573,2022-06-30,4,1045.22,Coop Lazio
NcbZ-1734,2022-06-30,2,1175.8,Coop Lombardia
fZld-8928,2022-06-30,1,812.0,Coop Lombardia
INMW-5184,2022-06-30,5,748.66,Coop Campania
JURQ-2020,2022-06-30,7,4480.07,Coop Campania
fuds-1864,2022-06-30,5,1185.46,Coop Marche
bhcH-5689,2022-06-30,9,2261.26,Coop Campania
BzEN-1675,2022-06-30,9,9249.85,Coop Campania
yVpc-6692,2022-06-30,5,1425.39,Coop Campania
NAlQ-8216,2022-06-30,1,243.74,Coop Lazio
NPtO-1977,2022-06-30,5,1023.07,Coop Lombardia
EGwX-9793,2022-06-30,5,5078.34,Coop Marche
ASBp-1468,2022-06-30,8,8094.04,Coop Marche
LNZd-7493,2022-06-30,0,0.0,Coop Lombardia
peAT-7854,2022-06-30,5,2417.54,Coop Lazio
qJUX-5465,2022-06-30,9,6773.93,Coop Campania
bBGX-5619,2022-06-30,1,1133.91,Coop Lombardia
ODub-0380,2022-06-30,2,2195.87,Coop Campania
iRCO-6315,2022-06-30,1,696.35,Coop Lombardia
AZGK-7874,2022-06-30,5,3804.54,Coop Marche
GPZv-4778,2022-06-30,9,4487.88,Coop Lombardia
jlEh-4408,2022-06-30,8,4421.49,Coop Campania
tkyP-7880,2022-06-30,0,0.0,Coop Marche
lMPA-8666,2022-06-30,1,1040.82,Coop Lazio
udAs-3358,2022-06-30,6,3475.49,Coop Campania
lUpC-3603,2022-07-01,4,1242.64,Coop Campania
Khkv-1795,2022-07-01,5,1006.88,Coop Marche
FShv-2600,2022-07-01,5,4199.15,Coop Lombardia
rzrI-3299,2022-07-01,6,7212.44,Coop Marche
pKaS-9831,2022-07-01,0,0.0,Coop Campania
WhnD-0432,2022-07-01,1,496.96,Coop Lazio
mBRR-5424,2022-07-01,7,4703.52,Coop Marche
xkPq-0171,2022-07-01,8,6547.29,Coop Campania
liSY-0023,2022-07-01,5,2867.37,Coop Campania
BrGn-0164,2022-07-01,4,2143.2,Coop Lazio
whBR-0415,2022-07-01,9,3309.44,Coop Lombardia
pDAs-8628,2022-07-01,10,10415.73,Coop Marche
fPsc-0317,2022-07-01,9,9143.36,Coop Campania
LqGH-0114,2022-07-01,8,3218.52,Coop Marche
KDSR-5597,2022-07-01,6,5948.03,Coop Marche
NLDb-9765,2022-07-01,0,0.0,Coop Campania
TWKK-1058,2022-07-01,2,2070.67,Coop Marche
dAbA-6278,2022-07-01,9,1133.15,Coop Campania
zcKB-4196,2022-07-01,5,3124.94,Coop Lombardia
AoYT-7535,2022-07-01,4,1881.07,Coop Lazio
JzOi-6456,2022-07-01,4,3844.43,Coop Lombardia
dbTT-5467,2022-07-01,9,9706.59,Coop Campania
bDht-6829,2022-07-01,2,1230.13,Coop Campania
bEQP-7444,2022-07-01,7,1229.19,Coop Lazio
LAOd-9346,2022-07-01,4,1646.02,Coop Lazio
binr-9295,2022-07-01,9,6842.37,Coop Campania
ipsu-5499,2022-07-01,10,2991.59,Coop Lombardia
xJTd-1778,2022-07-01,2,1063.8,Coop Marche
OLQP-3993,2022-07-01,6,7170.32,Coop Lombardia
JOcL-9472,2022-07-01,10,10265.1,Coop Marche
JLXS-4481,2022-07-01,6,295.09,Coop Marche
gRAQ-7528,2022-07-01,1,569.81,Coop Lombardia
Asit-5581,2022-07-01,0,0.0,Coop Lombardia
mkIs-7680,2022-07-01,2,1335.2,Coop Lombardia
NqgK-1369,2022-07-01,10,7568.07,Coop Lazio
HWfy-5370,2022-07-01,1,764.13,Coop Marche
VCMi-1172,2022-07-01,8,8449.98,Coop Lombardia
vhQC-2551,2022-07-01,1,399.9,Coop Marche
qaRS-5467,2022-07-01,9,1328.44,Coop Marche
KGrK-9665,2022-07-01,0,0.0,Coop Lombardia
MOnY-5528,2022-07-01,1,565.31,Coop Campania
VDgg-1734,2022-07-01,6,456.92,Coop Lazio
WaVU-9644,2022-07-01,5,2923.51,Coop Lombardia
kvMN-3932,2022-07-01,9,2246.73,Coop Lombardia
Ywep-4918,2022-07-01,2,725.32,Coop Lombardia
NMVA-0446,2022-07-01,6,102.96,Coop Lombardia
rWhG-2645,2022-07-01,4,4571.62,Coop Lombardia
YDqh-0861,2022-07-01,6,1093.57,Coop Lombardia
VMJd-6098,2022-07-01,1,753.0,Coop Lombardia
DLAl-3785,2022-07-01,1,518.3,Coop Campania
aCAT-3934,2022-07-01,0,0.0,Coop Lombardia
rTZd-5307,2022-07-01,5,3719.63,Coop Lombardia
AsUs-5037,2022-07-01,10,7727.66,Coop Campania
BSwR-7719,2022-07-01,7,7628.62,Coop Campania
gFcd-9011,2022-07-01,9,1872.79,Coop Marche
uOSO-2603,2022-07-01,7,7881.95,Coop Lazio
ScHr-5808,2022-07-01,9,1579.9,Coop Campania
bIZX-1934,2022-07-01,8,6182.74,Coop Lombardia
TEJI-1283,2022-07-01,3,2506.6,Coop Lazio
oKDN-5623,2022-07-01,4,2209.66,Coop Lombardia
xpjy-6558,2022-07-01,1,253.85,Coop Lazio
wTQS-1785,2022-07-01,4,2312.81,Coop Campania
mYDZ-0691,2022-07-01,3,3343.59,Coop Lombardia
VcLB-4437,2022-07-01,5,3192.01,Coop Lazio
CVZi-6362,2022-07-01,10,4528.85,Coop Lombardia
Pjid-8127,2022-07-01,2,542.05,Coop Marche
Tmxd-5901,2022-07-01,6,3298.65,Coop Lombardia
DUnd-2088,2022-07-01,2,1500.08,Coop Marche
DQMK-7381,2022-07-01,5,2770.34,Coop Campania
sKMt-4467,2022-07-01,5,2929.25,Coop Campania
OTWH-3978,2022-07-01,4,4123.8,Coop Lazio
aJpO-1296,2022-07-01,9,1677.3,Coop Campania
VrKY-6162,2022-07-01,6,4596.48,Coop Marche
eIDU-7475,2022-07-01,2,186.86,Coop Lazio
qiRu-7670,2022-07-01,8,7367.51,Coop Marche
afBm-9573,2022-07-01,5,1437.2,Coop Lazio
NcbZ-1734,2022-07-01,0,0.0,Coop Campania
fZld-8928,2022-07-01,0,0.0,Coop Lazio
INMW-5184,2022-07-01,5,793.77,Coop Marche
JURQ-2020,2022-07-01,10,6408.74,Coop Campania
fuds-1864,2022-07-01,7,1598.39,Coop Lazio
bhcH-5689,2022-07-01,9,2277.16,Coop Lombardia
BzEN-1675,2022-07-01,2,1961.04,Coop Lazio
yVpc-6692,2022-07-01,5,1534.33,Coop Lombardia
NAlQ-8216,2022-07-01,0,0.0,Coop Marche
NPtO-1977,2022-07-01,1,202.21,Coop Marche
EGwX-9793,2022-07-01,4,3909.5,Coop Campania
ASBp-1468,2022-07-01,8,7799.43,Coop Campania
LNZd-7493,2022-07-01,8,6946.41,Coop Lombardia
peAT-7854,2022-07-01,4,1953.27,Coop Lombardia
qJUX-5465,2022-07-01,7,4737.72,Coop Lombardia
bBGX-5619,2022-07-01,8,8848.94,Coop Campania
ODub-0380,2022-07-01,8,8049.63,Coop Lombardia
iRCO-6315,2022-07-01,4,2929.32,Coop Campania
AZGK-7874,2022-07-01,2,1448.09,Coop Campania
GPZv-4778,2022-07-01,4,2185.98,Coop Marche
jlEh-4408,2022-07-01,3,1416.75,Coop Campania
tkyP-7880,2022-07-01,2,411.76,Coop Campania
lMPA-8666,2022-07-01,10,10923.74,Coop Lombardia
udAs-3358,2022-07-01,9,5640.7,Coop Lombardia
lUpC-3603,2022-07-02,4,1293.52,Coop Lombardia
Khkv-1795,2022-07-02,9,1838.46,Coop Lazio
FShv-2600,2022-07-02,7,6140.28,Coop Lazio
rzrI-3299,2022-07-02,0,0.0,Coop Lombardia
pKaS-9831,2022-07-02,3,2834.61,Coop Lombardia
WhnD-0432,2022-07-02,1,483.87,Coop Campania
mBRR-5424,2022-07-02,3,2106.55,Coop Marche
xkPq-0171,2022-07-02,0,0.0,Coop Marche
liSY-0023,2022-07-02,5,2992.43,Coop Lombardia
BrGn-0164,2022-07-02,10,4928.95,Coop Lombardia
whBR-0415,2022-07-02,5,1689.31,Coop Lazio
pDAs-8628,2022-07-02,5,5206.19,Coop Campania
fPsc-0317,2022-07-02,9,9077.55,Coop Marche
LqGH-0114,2022-07-02,10,4260.22,Coop Lombardia
KDSR-5597,2022-07-02,6,6330.34,Coop Lombardia
NLDb-9765,2022-07-02,10,11388.1,Coop Campania
TWKK-1058,2022-07-02,9,8861.95,Coop Lazio
dAbA-6278,2022-07-02,7,851.08,Coop Marche
zcKB-4196,2022-07-02,9,5486.97,Coop Marche
AoYT-7535,2022-07-02,10,5378.71,Coop Marche
JzOi-6456,2022-07-02,8,7876.79,Coop Lazio
dbTT-5467,2022-07-02,8,9349.13,Coop Lombardia
bDht-6829,2022-07-02,6,3463.31,Coop Lazio
bEQP-7444,2022-07-02,6,1054.37,Coop Marche
LAOd-9346,2022-07-02,9,3814.68,Coop Lombardia
binr-9295,2022-07-02,10,8581.95,Coop Marche
ipsu-5499,2022-07-02,3,903.06,Coop Campania
xJTd-1778,2022-07-02,5,2467.88,Coop Marche
OLQP-3993,2022-07-02,3,3274.82,Coop Campania
JOcL-9472,2022-07-02,3,3158.8,Coop Marche
JLXS-4481,2022-07-02,1,56.5,Coop Lombardia
gRAQ-7528,2022-07-02,3,1788.99,Coop Lombardia
Asit-5581,2022-07-02,8,3436.38,Coop Lazio
mkIs-7680,2022-07-02,5,3201.65,Coop Lombardia
NqgK-1369,2022-07-02,4,2932.75,Coop Lombardia
HWfy-5370,2022-07-02,0,0.0,Coop Marche
VCMi-1172,2022-07-02,2,2024.21,Coop Campania
vhQC-2551,2022-07-02,0,0.0,Coop Lazio
qaRS-5467,2022-07-02,0,0.0,Coop Campania
KGrK-9665,2022-07-02,9,5374.62,Coop Lombardia
MOnY-5528,2022-07-02,5,2600.27,Coop Lombardia
VDgg-1734,2022-07-02,8,604.41,Coop Campania
WaVU-9644,2022-07-02,10,6096.07,Coop Lazio
kvMN-3932,2022-07-02,1,226.01,Coop Lombardia
Ywep-4918,2022-07-02,0,0.0,Coop Lazio
NMVA-0446,2022-07-02,5,94.13,Coop Lazio
rWhG-2645,2022-07-02,0,0.0,Coop Marche
YDqh-0861,2022-07-02,0,0.0,Coop Marche
VMJd-6098,2022-07-02,8,6720.42,Coop Lombardia
DLAl-3785,2022-07-02,8,4290.5,Coop Campania
aCAT-3934,2022-07-02,5,5140.33,Coop Lazio
rTZd-5307,2022-07-02,8,5969.4,Coop Marche
AsUs-5037,2022-07-02,7,5238.71,Coop Lombardia
BSwR-7719,2022-07-02,9,9480.45,Coop Lombardia
gFcd-9011,2022-07-02,7,1271.78,Coop Lombardia
uOSO-2603,2022-07-02,5,5875.94,Coop Lombardia
ScHr-5808,2022-07-02,10,1615.67,Coop Lazio
bIZX-1934,2022-07-02,4,3030.96,Coop Marche
TEJI-1283,2022-07-02,2,1637.01,Coop Campania
oKDN-5623,2022-07-02,3,1782.8,Coop Lombardia
xpjy-6558,2022-07-02,7,1878.26,Coop Marche
wTQS-1785,2022-07-02,3,1599.16,Coop Marche
mYDZ-0691,2022-07-02,5,5033.26,Coop Lazio
VcLB-4437,2022-07-02,9,6394.94,Coop Lombardia
CVZi-6362,2022-07-02,8,4163.32,Coop Lazio
Pjid-8127,2022-07-02,3,783.23,Coop Marche
Tmxd-5901,2022-07-02,4,2259.56,Coop Lazio
DUnd-2088,2022-07-02,10,7283.85,Coop Campania
DQMK-7381,2022-07-02,7,3948.62,Coop Campania
sKMt-4467,2022-07-02,5,2746.44,Coop Lombardia
OTWH-3978,2022-07-02,5,5313.17,Coop Lazio
aJpO-1296,2022-07-02,1,211.39,Coop Marche
VrKY-6162,2022-07-02,8,6166.48,Coop Marche
eIDU-7475,2022-07-02,6,550.07,Coop Lombardia
qiRu-7670,2022-07-02,10,9288.0,Coop Lazio
afBm-9573,2022-07-02,7,2015.34,Coop Lombardia
NcbZ-1734,2022-07-02,2,1183.23,Coop Lazio
fZld-8928,2022-07-02,5,4000.25,Coop Marche
INMW-5184,2022-07-02,8,1328.36,Coop Marche
JURQ-2020,2022-07-02,1,682.17,Coop Marche
fuds-1864,2022-07-02,5,1180.56,Coop Lazio
bhcH-5689,2022-07-02,3,785.43,Coop Lombardia
BzEN-1675,2022-07-02,9,9505.77,Coop Lombardia
yVpc-6692,2022-07-02,0,0.0,Coop Marche
NAlQ-8216,2022-07-02,3,698.82,Coop Campania
NPtO-1977,2022-07-02,2,369.41,Coop Lazio
EGwX-9793,2022-07-02,2,1824.63,Coop Campania
ASBp-1468,2022-07-02,4,4189.86,Coop Lazio
LNZd-7493,2022-07-02,5,3689.32,Coop Lazio
peAT-7854,2022-07-02,0,0.0,Coop Lazio
qJUX-5465,2022-07-02,0,0.0,Coop Marche
bBGX-5619,2022-07-02,1,1010.24,Coop Campania
ODub-0380,2022-07-02,5,5432.1,Coop Lazio
iRCO-6315,2022-07-02,6,4408.65,Coop Marche
AZGK-7874,2022-07-02,4,3113.86,Coop Lombardia
GPZv-4778,2022-07-02,7,3356.95,Coop Marche
jlEh-4408,2022-07-02,5,2614.33,Coop Marche
tkyP-7880,2022-07-02,8,1476.46,Coop Marche
lMPA-8666,2022-07-02,0,0.0,Coop Lombardia
udAs-3358,2022-07-02,9,5924.37,Coop Campania
lUpC-3603,2022-07-03,6,1972.66,Coop Marche
Khkv-1795,2022-07-03,10,2148.2,Coop Marche
FShv-2600,2022-07-03,0,0.0,Coop Lombardia
rzrI-3299,2022-07-03,0,0.0,Coop Marche
pKaS-9831,2022-07-03,10,8485.04,Coop Campania
WhnD-0432,2022-07-03,9,3819.02,Coop Campania
mBRR-5424,2022-07-03,8,5897.0,Coop Campania
xkPq-0171,2022-07-03,3,2532.84,Coop Marche
liSY-0023,2022-07-03,10,6122.83,Coop Marche
BrGn-0164,2022-07-03,0,0.0,Coop Lazio
whBR-0415,2022-07-03,0,0.0,Coop Lazio
pDAs-8628,2022-07-03,2,2216.57,Coop Lazio
fPsc-0317,2022-07-03,6,5655.47,Coop Marche
LqGH-0114,2022-07-03,2,849.04,Coop Marche
KDSR-5597,2022-07-03,7,7222.38,Coop Campania
